,name,genres,publisher,developer,price
10460,The Club™,['Action'],Bizarre Creations,SEGA,14.99
10500,Empire: Total War™,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",19.99
10520,Beijing 2008™ - The Official Video Game of the Olympic Games,['Sports'],Eurocom,SEGA,0.0
10600,Empire: Total War™ - Special Forces Units &amp; Bonus Content,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2.99
10604,Empire: Total War™ - Elite Units of the West,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2.99
10606,Empire: Total War™ - The Warpath Campaign,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",9.99
10607,Empire: Total War™ - Elite Units of America,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2.99
10608,Empire: Total War™ - Elite Units of the East,['Strategy'],"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2.99
10680,Aliens vs. Predator™,['Action'],Rebellion,SEGA,14.99
10695,Aliens vs. Predator Swarm Map Pack,['Action'],Rebellion,SEGA,7.49
10697,Aliens vs Predator™ Bughunt Map Pack,['Action'],Rebellion,SEGA,7.49
11020,TrackMania Nations Forever,['Racing'],Nadeo,Ubisoft,0.0
11040,Sherlock Holmes - Nemesis,"['Adventure', 'RPG']",Frogwares,Frogwares,9.99
11050,Dracula Origin,['Adventure'],Frogwares,Frogwares,9.99
11130,Sherlock Holmes: The Mystery of the Mummy,['Adventure'],Frogwares,Frogwares,0.0
11140,Sherlock Holmes: The Awakened - Remastered Edition,['Adventure'],Frogwares,Frogwares,9.99
11150,Sherlock Holmes: The Silver Earring,['Adventure'],Frogwares,Frogwares,9.99
11190,Sherlock Holmes versus Jack the Ripper,"['Adventure', 'RPG']",Frogwares,Frogwares,9.99
11200,Shadowgrounds Survivor,['Action'],Frozenbyte,Frozenbyte,9.99
11230,Gumboy Tournament,"['Casual', 'Indie', 'Racing']","CINEMAX, s.r.o.","CINEMAX, s.r.o.",2.99
11240,Space Trader: Merchant Marine,"['Action', 'Indie', 'Strategy']",Meridian4,Meridian4,4.99
11250,Pacific Storm,"['Simulation', 'Strategy']","Buka Entertainment,Lesta Studio",Buka Entertainment,7.99
11260,Pacific Storm Allies,"['Simulation', 'Strategy']",Lesta Studio,Buka Entertainment,7.99
11280,Penguins Arena: Sedna's World,"['Action', 'Casual', 'Indie']",Frogames,Frogames,5.99
11330,Obulis,"['Casual', 'Indie']",IonFX,Meridian4,4.99
11340,Larva Mortus,"['Action', 'Indie']",Meridian4,Meridian4,4.99
11360,Chains,['Indie'],2DEngine.com,Meridian4,4.99
11370,Nikopol: Secrets of the Immortals,"['Adventure', 'Indie']",0,Meridian4,4.99
11390,Crash Time 2,"['Action', 'Racing']",0,Meridian4,9.99
11450,Overlord™,['RPG'],"Triumph Studios,Virtual Programming",Codemasters,4.99
11480,Soldiers: Heroes of World War II,['Strategy'],Best Way,1C Company,4.99
11560,Maelstrom: The Battle for Earth Begins,['Strategy'],KDV Games,Codemasters,4.99
11590,Hospital Tycoon,['Simulation'],Deep Red Limited,Codemasters,4.99
11610,Dragon Nest,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Eyedentity Games Inc.,Eyedentity Games Inc.,0.0
11900,LUMINES™,['Casual'],Q Entertainment Inc.,Q Entertainment Inc.,9.99
11920,LUMINES™ Advance Pack,['Casual'],Q Entertainment Inc.,Q Entertainment Inc.,7.99
12100,Grand Theft Auto III,['Action'],Rockstar Games,Rockstar Games,9.99
12110,Grand Theft Auto: Vice City,['Action'],Rockstar Games,Rockstar Games,9.99
12120,Grand Theft Auto: San Andreas,['Action'],Rockstar Games,Rockstar Games,14.99
12130,Manhunt,['Action'],Rockstar North,Rockstar Games,9.99
12140,Max Payne,['Action'],Remedy Entertainment,Rockstar Games,9.99
12150,Max Payne 2: The Fall of Max Payne,['Action'],Remedy Entertainment,Rockstar Games,9.99
12160,Midnight Club 2,['Racing'],Rockstar San Diego,Rockstar Games,9.99
12170,Grand Theft Auto,['Action'],Rockstar North,Rockstar Games,0.0
12180,Grand Theft Auto 2,['Action'],Rockstar North,Rockstar Games,0.0
12200,Bully: Scholarship Edition,"['Action', 'Adventure']",Rockstar New England,Rockstar Games,14.99
12220,Grand Theft Auto: Episodes from Liberty City,['Action'],Rockstar North / Toronto,Rockstar Games,19.99
12310,Culpa Innata,"['RPG', 'Casual', 'Adventure']",Momentum Digital Media Technologies,Strategy First,9.99
12320,Sacred Gold,"['Action', 'RPG']",Ascaron Entertainment ltd.,Strategy First,9.99
12330,Darkstar One,['Action'],Ascaron Entertainment ltd.,Strategy First,9.99
12340,Jack Keane,['Adventure'],Deck13,Deck13,9.99
12360,FlatOut: Ultimate Carnage,['Racing'],Bugbear Entertainment,Strategy First,19.99
12390,Exodus from the Earth,['Action'],Parallax Arts Studio,Strategy First,14.99
12420,Perimeter 2: New Earth,['Strategy'],KDV Games,Strategy First,14.99
12430,SlamIt Pinball Big Score,['Casual'],Technetium Games,Kalypso Media Digital,4.99
12440,Ankh 2: Heart of Osiris,['Adventure'],Deck 13,Strategy First,4.99
12450,Ankh 3: Battle of the Gods,['Adventure'],Deck 13,Strategy First,9.99
12460,BC Kings,['Strategy'],Mascot Entertainment,Strategy First,4.99
12470,Port Royale 2,['Strategy'],Ascaron Entertainment ltd.,Strategy First,4.99
12480,9th Company: Roots Of Terror,['Strategy'],"Noviy Disk,Lesta Studios Inc",Strategy First,9.99
12500,PuzzleQuest: Challenge of the Warlords,['Casual'],Infinite Interactive,"D3Publisher of America, Inc.",9.99
12510,Prison Tycoon 3™: Lockdown,['Strategy'],"Gamebryo,Virtual Playground","ValuSoft, Retroism",9.99
12520,18 Wheels of Steel: American Long Haul,['Racing'],SCS Software,"ValuSoft, Retroism",9.99
12530,Hunting Unlimited™ 2008,"['Action', 'Adventure', 'Strategy']",SCS Software,"ValuSoft, Retroism",9.99
12540,Mahjongg Investigations: Under Suspicion,['Casual'],Zemnott,"ValuSoft, Retroism",9.99
12560,Ride! Carnival Tycoon,['Simulation'],Gabriel Entertainment,"ValuSoft, Retroism",9.99
12570,Hot Dish,['Casual'],Zemnott,ValuSoft,9.99
12580,Dr. Daisy Pet Vet,['Casual'],Zemnott,ValuSoft,9.99
12590,Sprint Cars Road to Knoxville,['Racing'],BigAnt Studios,"ValuSoft, Retroism",9.99
12600,Midnight Outlaw: 6 Hours to SunUp,['Racing'],"Merscom,Babylon","ValuSoft, Retroism",9.99
12630,Legend - Hand of God,"['Action', 'RPG']",Master Creating,DTP Entertainment,9.99
12640,Drakensang,['RPG'],Radon Labs,DTP Entertainment,9.99
12650,Fetch It Again,"['Casual', 'Simulation']",dtp – young entertainment Gmbh &amp; Co. KG,"ValuSoft, Retroism",6.99
12660,Miss Popularity,"['Casual', 'Simulation']",dtp – young entertainment Gmbh &amp; Co. KG,"ValuSoft, Retroism",6.99
12670,Mission Runway,['Simulation'],Virtual Playground,"ValuSoft, Retroism",9.99
12690,Hunting Unlimited 2010,"['Simulation', 'Sports']",0,"ValuSoft, Retroism",9.99
12710,Overlord™: Raising Hell,['RPG'],"Triumph Studios,Virtual Programming",Codemasters,9.99
12770,Rise of the Argonauts,['RPG'],Liquid Entertainment,Codemasters,9.99
12790,Damnation,"['Action', 'Adventure']",Blue Omega Entertainment,Codemasters,9.99
12810,Overlord II,['RPG'],"Triumph Studios,Virtual Programming",Codemasters,9.99
12830,Operation Flashpoint: Dragon Rising,['Action'],Codemasters Studios,Codemasters,9.99
12900,AudioSurf,['Indie'],Dylan Fitterer,0,9.99
13000,Ninja Reflex: Steamworks Edition,"['Casual', 'Indie']",Sanzaru Games,Nunchuck Games,4.99
13200,Unreal 2: The Awakening,['Action'],"Epic Games, Inc.","Epic Games, Inc.",14.99
13210,Unreal Tournament 3 Black,['Action'],"Epic Games, Inc.","Epic Games, Inc.",19.99
13230,Unreal Tournament 2004: Editor's Choice Edition,['Action'],"Epic Games, Inc.","Epic Games, Inc.",14.99
13240,Unreal Tournament: Game of the Year Edition,['Action'],"Epic Games, Inc.","Epic Games, Inc.",9.99
13250,Unreal Gold,['Action'],"Epic Games, Inc.","Epic Games, Inc.",9.99
13500,Prince of Persia: Warrior Within™,"['Action', 'Adventure']",Ubisoft,Ubisoft,9.99
13520,Far Cry®,['Action'],Crytek Studios,Ubisoft,9.99
13530,Prince of Persia: The Two Thrones™,"['Action', 'Adventure']",Ubisoft Montreal,Ubisoft,9.99
13540,Tom Clancy's Rainbow Six® Vegas,['Action'],Ubisoft Montreal,Ubisoft,9.99
13560,Tom Clancy's Splinter Cell®,['Action'],Ubisoft,Ubisoft,9.99
13570,Tom Clancy's Splinter Cell Chaos Theory®,['Action'],Ubisoft Montreal,Ubisoft,9.99
13580,Tom Clancy's Splinter Cell Double Agent®,['Action'],Ubisoft Montreal,Ubisoft,9.99
13600,Prince of Persia®: The Sands of Time,"['Action', 'Adventure']",Kudosoft,Ubisoft,9.99
13620,Tom Clancy's Ghost Recon® Desert Siege™,['Action'],Red Storm Entertainment,Ubisoft,4.99
13630,Tom Clancy's Ghost Recon® Island Thunder™,['Action'],Red Storm Entertainment,Ubisoft,4.99
15000,Tom Clancy's Rainbow Six Lockdown™,['Action'],Red Storm Entertainment,Ubisoft,9.99
15080,Rayman Raving Rabbids™,"['Action', 'Adventure']","Ubisoft Bulgaria,Ubisoft Montpellier",Ubisoft,9.99
15100,Assassin's Creed™: Director's Cut Edition,"['Action', 'Adventure']",Ubisoft Montreal,Ubisoft,19.99
15120,Tom Clancy's Rainbow Six® Vegas 2,['Action'],Ubisoft Montreal,Ubisoft,9.99
15130,Beyond Good and Evil™,"['Action', 'Adventure']",Ubisoft,Ubisoft,9.99
15160,Petz® Horsez® 2,['Simulation'],Ubisoft,Ubisoft,9.99
15170,Heroes of Might &amp; Magic V,['Strategy'],Nival,Ubisoft,9.99
15190,Brothers in Arms: Road to Hill 30™,['Action'],Gearbox Software,Ubisoft,9.99
15200,Silent Hunter®: Wolves of the Pacific,['Simulation'],Ubisoft Romania,Ubisoft,9.99
15210,Silent Hunter® III,['Simulation'],Ubisoft,Ubisoft,9.99
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,['Simulation'],Ubisoft Romania,Ubisoft,9.99
15270,Cold Fear™,['Action'],Darkworks,Ubisoft,9.99
15300,Tom Clancy's Ghost Recon®,['Action'],Red Storm Entertainment,Ubisoft,9.99
15310,The Settlers®: Heritage of Kings,['Strategy'],Ubisoft Blue Byte Studio,Ubisoft,9.99
15320,IL-2 Sturmovik: 1946,['Simulation'],1C: Maddox Games,1C Online Games,9.99
15350,Brain Spa,['Casual'],Ubisoft,Ubisoft,9.99
15370,Heroes of Might &amp; Magic V: Tribes of the East,['Strategy'],Nival,Ubisoft,9.99
15380,Heroes of Might &amp; Magic V: Hammers of Fate,['Strategy'],Nival,Ubisoft,9.99
15390,Brothers in Arms: Hell's Highway™,['Action'],Gearbox Software,Ubisoft,9.99
15400,Harvest: Massive Encounter,"['Strategy', 'Indie']",Oxeye Game Studio,Oxeye Game Studio,7.99
15500,The Wonderful End of the World,"['Indie', 'Casual']","Dejobaan Games, LLC","Dejobaan Games, LLC",9.99
15520,AaAaAA!!! - A Reckless Disregard for Gravity,"['Action', 'Indie', 'Sports']","Dejobaan Games, LLC","Dejobaan Games, LLC",9.99
15522,Aaaaa! - Brutal Concussion,"['Action', 'Indie']","Dejobaan Games, LLC","Dejobaan Games, LLC",1.99
15620,"Warhammer 40,000: Dawn of War II",['Strategy'],"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",19.99
15700,Oddworld: Abe's Oddysee®,['Adventure'],Oddworld Inhabitants,Oddworld Inhabitants,2.99
15710,Oddworld: Abe's Exoddus®,['Adventure'],Oddworld Inhabitants,Oddworld Inhabitants,2.99
15740,Oddworld: Munch's Oddysee,"['Action', 'Adventure', 'Strategy']",Oddworld Inhabitants,Oddworld Inhabitants,4.99
15750,Oddworld: Stranger's Wrath HD,"['Action', 'Adventure', 'Strategy']",Oddworld Inhabitants,Oddworld Inhabitants,9.99
15800,Planet Busters,"['Indie', 'Casual']",Slam,Slam,9.99
15900,7 Wonders II,['Casual'],MumboJumbo,MumboJumbo,9.99
15910,Luxor Amun Rising,['Casual'],MumboJumbo,MumboJumbo,9.99
15920,Luxor 2,['Casual'],MumboJumbo,MumboJumbo,9.99
15930,Luxor 3,['Casual'],MumboJumbo,MumboJumbo,9.99
15950,Reaxxion,['Casual'],MumboJumbo,MumboJumbo,9.99
15960,Little Farm,['Casual'],MumboJumbo,MumboJumbo,9.99
15970,Luxor,['Casual'],MumboJumbo,MumboJumbo,9.99
16000,Discovery! A Seek and Find Adventure,['Casual'],MumboJumbo,MumboJumbo,9.99
16020,Samantha Swift and the Hidden Roses of Athena,['Casual'],MumboJumbo,MumboJumbo,9.99
16030,7 Wonders: Treasures of Seven,['Casual'],MumboJumbo,MumboJumbo,9.99
16040,Luxor: Quest for the Afterlife,['Casual'],MumboJumbo,MumboJumbo,9.99
16060,Samantha Swift and the Golden Touch,['Casual'],MumboJumbo,MumboJumbo,9.99
16100,Virtual Villagers: A New Home,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16110,Virtual Villagers: The Lost Children,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16120,Plant Tycoon,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16130,Fish Tycoon,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16180,Virtual Villagers - The Secret City,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16200,Virtual Families,"['Casual', 'Simulation']",Last Day of Work,Last Day of Work,9.99
16300,Everyday Shooter,"['Indie', 'Casual']",Queasy Games,0,9.99
16450,F.E.A.R. 2: Project Origin,['Action'],Monolith,Warner Bros. Interactive Entertainment,14.99
16465,F.E.A.R. 2: Reborn (DLC),['Action'],"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,54.99
16500,Chaos Theory,"['Casual', 'Indie']",blurredVision,blurredVision,2.99
16600,Trials 2: Second Edition,"['Indie', 'Racing', 'Sports']",Redlynx,RedLynx Ltd.,9.99
16620,Monster Trucks Nitro,"['Indie', 'Racing', 'Sports']",Redlynx Ltd,Miniclip.com,19.99
16710,Insecticide Part 1,"['Action', 'Adventure']",Crackpot Entertainment,Missing Link Games,1.99
16720,Velvet Assassin,['Action'],Replay Studios,Missing Link Games,4.99
16810,Sid Meier's Civilization IV: Colonization,['Strategy'],Firaxis Games,2K Games,19.99
16860,Civilization V - Cradle of Civilization Map Pack: Mediterranean,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",2.99
16861,Civilization V - Cradle of Civilization Map Pack: Asia,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",2.99
16862,Civilization V - Cradle of Civilization Map Pack: Americas,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",2.99
16863,Civilization V - Cradle of Civilization Map Pack: Mesopotamia,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",2.99
16866,Civilization V - Explorer’s Map Pack,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",4.99
16867,Civilization V - Civ and Scenario Double Pack: Spain and Inca,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",7.49
16868,Civilization V - Babylon (Nebuchadnezzar II),['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",4.99
16870,Sid Meier's Civilization V: Gods and Kings,['Strategy'],"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",29.99
17080,Tribes: Ascend,"['Action', 'Free to Play']",Hi-Rez Studios,Hi-Rez Studios,0.0
17100,Children of the Nile: Enhanced Edition,"['Strategy', 'Simulation']","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",7.99
17120,Children of the Nile: Alexandria,"['Strategy', 'Simulation']","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",2.49
17140,Hinterland,"['RPG', 'Strategy']","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",9.99
17180,Mosby's Confederacy,['Strategy'],"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",9.99
17300,Crysis,['Action'],Crytek,Electronic Arts,19.99
17330,Crysis Warhead®,['Action'],Crytek,Electronic Arts,19.99
17390,SPORE™,['Simulation'],Maxis™,Electronic Arts,19.99
17410,Mirror's Edge™,"['Action', 'Adventure']",DICE,Electronic Arts,19.99
17430,Need for Speed Undercover,"['Action', 'Racing']",EA Black Box,Electronic Arts,9.99
17440,SPORE™ Creepy &amp; Cute Parts Pack,['Simulation'],Maxis™,Electronic Arts,19.99
17450,Dragon Age: Origins,['RPG'],BioWare,Electronic Arts,19.99
17460,Mass Effect,"['Action', 'RPG']",BioWare,Electronic Arts,19.99
17470,Dead Space,['Action'],EA Redwood Shores,Electronic Arts,19.99
17480,Command &amp; Conquer: Red Alert 3,['Strategy'],EA Los Angeles,Electronic Arts,19.99
17500,Zombie Panic! Source,"['Action', 'Free to Play', 'Indie']",Zombie Panic Team,Zombie Panic Team,0.0
17510,Age of Chivalry,['Indie'],Team Chivalry,0,0.0
17520,Synergy,"['Action', 'Free to Play']",Synergy Team,0,0.0
17530,D.I.P.R.I.P. Warm Up,['Indie'],EXOR Studios,EXOR Studios,0.0
17550,Eternal Silence,['Action'],ES Team,0,0.0
17570,"Pirates, Vikings, and Knights II","['Action', 'Free to Play', 'Indie']",Octoshark Studios,Octoshark Studios,0.0
17580,Dystopia,"['Action', 'Free to Play', 'Indie']",Puny Human,0,0.0
17700,INSURGENCY: Modern Infantry Combat,['Action'],Insurgency Development Team,New World Interactive,0.0
17710,Nuclear Dawn,"['Action', 'Strategy']","GameConnect,InterWave Studios",Iceberg Interactive,9.99
17730,Smashball,"['Sports', 'Action']",Smashball Labs LLC,Smashball Labs LLC,0.0
17740,Empires Mod,"['Action', 'Free to Play', 'Strategy']",Empires,Empires,0.0
18000,"Precipice of Darkness, Episode One","['Adventure', 'RPG']",Hothead Games,Hothead Games,7.99
18020,"Precipice of Darkness, Episode Two","['Adventure', 'RPG']",Hothead Games,Hothead Games,7.99
18040,DeathSpank,"['Action', 'Indie', 'RPG']",Hothead Games,Electronic Arts,14.99
18050,DeathSpank: Thongs of Virtue,"['Action', 'RPG', 'Indie']",Hothead Games,Electronic Arts,14.99
18070,The Baconing,"['Action', 'Adventure', 'RPG']",Hothead Games,Hothead Games,14.99
18080,The Baconing DLC - Roesha – One Bad Mutha Co-op Character,"['Action', 'Adventure', 'RPG']",Hothead Games,Hothead Games,1.99
18120,Unstoppable Gorg,"['Action', 'Casual', 'Indie', 'Strategy']",Futuremark,Futuremark,9.99
18300,Spectraball,"['Casual', 'Indie']",Shorebound Studios,Shorebound Studios,4.99
18400,Crazy Machines 2,"['Casual', 'Strategy']",Fakt Software,Viva Media,9.99
18407,Crazy Machines 2: Liquid Force Add-on,"['Casual', 'Strategy']",Fakt Software,Viva Media,2.99
18408,Crazy Machines 2: Time Travel Add-On,"['Casual', 'Strategy']",Fakt Software,Viva Media,4.99
18420,Crazy Machines,"['Casual', 'Strategy']",Fakt Software,Viva Media,9.99
18430,Crazy Machines 1.5,"['Casual', 'Strategy']",Fakt Software,Viva Media,9.99
18440,Crazy Machines 2: Back to the Shop Add-On,"['Casual', 'Strategy']",Fakt Software,Viva Media,4.99
18470,Helldorado,['Strategy'],Spellbound,"Black Forest Games, THQ Nordic",9.99
18480,Mata Hari,['Adventure'],4Head Studios,Viva Media,9.99
18500,Defense Grid: The Awakening,"['Indie', 'Strategy']",Hidden Path Entertainment,Hidden Path Entertainment,9.99
18508,Defense Grid: Resurgence Map Pack 1,"['Strategy', 'Indie']",Hidden Path Entertainment,Hidden Path Entertainment,0.99
18509,Defense Grid: Resurgence Map Pack 2,"['Strategy', 'Indie']",Hidden Path Entertainment,Hidden Path Entertainment,0.99
18520,Defense Grid: Resurgence Map Pack 3,"['Strategy', 'Indie']",Hidden Path Entertainment,Hidden Path Entertainment,0.99
18521,Defense Grid: Resurgence Map Pack 4,"['Strategy', 'Indie']",Hidden Path Entertainment,Hidden Path Entertainment,0.99
18522,Defense Grid: The Awakening - You Monster DLC,"['Indie', 'Strategy']",Hidden Path Entertainment,Hidden Path Entertainment,4.99
18523,Defense Grid: Containment DLC,"['Strategy', 'Indie']","Hidden Path Entertainment, Inc.","Hidden Path Entertainment, Inc.",4.99
18600,Mayhem Intergalactic,"['Indie', 'Strategy']",Inventive Dingo,Inventive Dingo,9.99
18700,And Yet It Moves,"['Action', 'Indie']",Broken Rules,Broken Rules,9.99
18820,Zero Gear,"['Action', 'Indie', 'Racing', 'Sports']",Brian Cronin,Brian Cronin,4.99
19000,Silent Hill Homecoming,['Adventure'],Double Helix Games,"Konami Digital Entertainment, Inc., Konami Digital Entertainement GmbH",39.99
